Time,Load,Temperature,Day,Month,Hour,Day_of_week,Is_holiday
2021-06-26 05:00:00,40808.3,12.3,26,6,5,5,0
2021-03-25 19:00:00,68222.9,10.4,25,3,19,3,0
2021-08-23 01:00:00,39871.1,14.6,23,8,1,0,0
2021-10-04 17:00:00,63005.4,14.0,4,10,17,0,0
2021-05-12 02:00:00,45600.9,11.2,12,5,2,2,0
2021-02-01 21:00:00,65620.1,1.8,1,2,21,0,0
2021-07-28 00:00:00,46967.6,17.4,28,7,0,2,0
2021-03-08 17:00:00,65314.4,4.5,8,3,17,0,0
2021-05-20 06:00:00,54352.2,7.0,20,5,6,3,0
2021-01-01 03:00:00,40502.8,0.4,1,1,3,4,1
2021-07-24 02:00:00,41413.3,15.1,24,7,2,5,0
2021-02-02 19:00:00,72533.3,5.4,2,2,19,1,0
2021-08-21 02:00:00,40072.8,13.0,21,8,2,5,0
2021-01-29 03:00:00,52198.0,2.6,29,1,3,4,0
2021-09-13 08:00:00,61295.8,12.1,13,9,8,0,0
2021-09-05 09:00:00,45618.2,13.5,5,9,9,6,0
2021-09-06 13:00:00,64312.7,21.6,6,9,13,0,0
2021-09-09 00:00:00,47440.6,14.8,9,9,0,3,0
2021-04-27 21:00:00,60205.6,9.4,27,4,21,1,0
2021-06-05 04:00:00,39663.8,14.7,5,6,4,5,0
2021-06-30 16:00:00,65304.6,17.7,30,6,16,2,0
2021-11-25 07:00:00,68281.0,1.2,25,11,7,3,0
2021-01-18 20:00:00,71146.3,1.8,18,1,20,0,0
2021-11-22 06:00:00,58569.4,3.3,22,11,6,0,0
2021-06-29 06:00:00,54977.1,17.0,29,6,6,1,0
2021-07-29 05:00:00,47717.4,14.7,29,7,5,3,0
2021-06-30 18:00:00,64095.9,17.2,30,6,18,2,0
2021-01-28 05:00:00,56450.0,1.6,28,1,5,3,0
2021-10-22 08:00:00,70213.4,4.9,22,10,8,4,0
2021-01-28 23:00:00,59579.8,2.8,28,1,23,3,0
2021-05-11 02:00:00,44844.6,13.3,11,5,2,1,0
2021-08-08 17:00:00,49278.6,19.0,8,8,17,6,0
2021-10-13 13:00:00,69395.3,9.4,13,10,13,2,0
2021-12-21 14:00:00,66236.0,0.2,21,12,14,1,0
2021-07-21 15:00:00,62967.7,21.7,21,7,15,2,0
2021-01-29 23:00:00,57925.8,3.4,29,1,23,4,0
2021-05-12 13:00:00,66705.2,12.6,12,5,13,2,0
2021-02-12 16:00:00,68949.3,-4.6,12,2,16,4,0
2021-10-01 06:00:00,57520.5,6.5,1,10,6,4,0
2021-08-12 03:00:00,41297.5,13.7,12,8,3,3,0
2021-08-03 06:00:00,50349.4,11.4,3,8,6,1,0
2021-07-06 00:00:00,48394.2,16.2,6,7,0,1,0
2021-01-07 21:00:00,63961.0,-0.1,7,1,21,3,0
2021-08-07 06:00:00,41179.1,13.2,7,8,6,5,0
2021-02-27 11:00:00,58187.7,4.3,27,2,11,5,0
2021-01-11 20:00:00,73123.8,-1.0,11,1,20,0,0
2021-04-07 05:00:00,55243.7,-0.9,7,4,5,2,0
2021-10-04 15:00:00,65053.3,14.0,4,10,15,0,0
2021-06-04 19:00:00,57112.3,22.0,4,6,19,4,0
2021-09-30 02:00:00,47641.6,8.6,30,9,2,3,0
2021-05-05 22:00:00,61038.5,5.2,5,5,22,2,0
2021-12-06 06:00:00,61044.6,0.0,6,12,6,0,0
2021-01-07 20:00:00,67049.8,-0.1,7,1,20,3,0
2021-12-07 06:00:00,63362.8,0.3,7,12,6,1,0
2021-05-02 05:00:00,39758.4,5.4,2,5,5,6,0
2021-01-12 01:00:00,58880.8,-0.6,12,1,1,1,0
2021-06-13 19:00:00,49728.9,19.9,13,6,19,6,0
2021-05-21 06:00:00,55071.6,9.3,21,5,6,4,0
2021-01-17 02:00:00,48235.6,-3.7,17,1,2,6,0
2021-06-07 07:00:00,57637.7,14.6,7,6,7,0,0
2021-01-10 16:00:00,56872.7,-0.1,10,1,16,6,0
2021-04-08 10:00:00,71150.9,2.2,8,4,10,3,0
2021-10-12 23:00:00,54778.0,5.9,12,10,23,1,0
2021-01-30 06:00:00,49680.6,1.8,30,1,6,5,0
2021-10-30 18:00:00,61185.6,10.1,30,10,18,5,0
2021-07-02 02:00:00,45941.8,13.3,2,7,2,4,0
2021-02-16 23:00:00,60689.0,3.6,16,2,23,1,0
2021-12-19 15:00:00,57634.7,4.6,19,12,15,6,0
2021-06-15 03:00:00,45317.7,13.6,15,6,3,1,0
2021-12-31 19:00:00,57076.3,10.4,31,12,19,4,0
2021-08-07 17:00:00,50454.3,19.9,7,8,17,5,0
2021-04-10 09:00:00,53862.8,6.2,10,4,9,5,0
2021-12-28 12:00:00,63189.9,4.8,28,12,12,1,0
2021-03-20 15:00:00,56869.4,2.6,20,3,15,5,0
2021-10-08 12:00:00,66197.9,12.5,8,10,12,4,0
2021-03-02 07:00:00,65086.2,-0.7,2,3,7,1,0
2021-04-05 19:00:00,56592.5,2.2,5,4,19,0,1
2021-09-03 13:00:00,64047.2,20.5,3,9,13,4,0
2021-05-19 04:00:00,46595.9,6.6,19,5,4,2,0
2021-07-11 22:00:00,49677.4,17.2,11,7,22,6,0
2021-11-05 08:00:00,70549.2,5.3,5,11,8,4,0
2021-03-31 09:00:00,65381.9,8.9,31,3,9,2,0
2021-04-28 02:00:00,46312.1,4.4,28,4,2,2,0
2021-02-15 15:00:00,74438.3,0.2,15,2,15,0,0
2021-09-11 20:00:00,51861.9,17.7,11,9,20,5,0
2021-11-30 00:00:00,56785.0,0.8,30,11,0,1,0
2021-12-22 04:00:00,51195.5,-4.6,22,12,4,2,0
2021-02-10 05:00:00,59070.1,-9.4,10,2,5,2,0
2021-11-19 14:00:00,68796.1,9.2,19,11,14,4,0
2021-01-08 12:00:00,70755.9,0.3,8,1,12,4,0
2021-10-03 09:00:00,51655.7,15.6,3,10,9,6,1
2021-09-26 19:00:00,52718.0,19.0,26,9,19,6,0
2021-08-20 16:00:00,59238.9,20.8,20,8,16,4,0
2021-11-21 01:00:00,47690.5,5.5,21,11,1,6,0
2021-07-06 11:00:00,69527.5,22.2,6,7,11,1,0
2021-01-05 10:00:00,68886.4,0.3,5,1,10,1,0
2021-04-14 01:00:00,52319.7,0.2,14,4,1,2,0
2021-02-11 16:00:00,70405.0,-4.2,11,2,16,3,0
2021-09-13 09:00:00,62647.3,13.9,13,9,9,0,0
2021-07-11 02:00:00,38368.0,15.0,11,7,2,6,0
2021-08-15 15:00:00,47641.1,25.6,15,8,15,6,0
2021-12-19 04:00:00,46486.7,3.5,19,12,4,6,0
2021-03-28 15:00:00,51539.1,11.5,28,3,15,6,0
2021-08-22 08:00:00,41674.8,16.1,22,8,8,6,0
2021-04-25 10:00:00,49927.9,7.0,25,4,10,6,0
2021-11-06 10:00:00,60672.2,6.0,6,11,10,5,0
2021-01-30 20:00:00,59663.5,-1.1,30,1,20,5,0
2021-08-19 21:00:00,57716.8,16.8,19,8,21,3,0
2021-03-08 19:00:00,70774.5,1.8,8,3,19,0,0
2021-02-18 06:00:00,60465.8,2.0,18,2,6,3,0
2021-09-02 19:00:00,59995.7,19.4,2,9,19,3,0
2021-04-22 11:00:00,68765.6,7.5,22,4,11,3,0
2021-07-02 14:00:00,63943.7,18.7,2,7,14,4,0
2021-02-13 21:00:00,60655.4,-8.4,13,2,21,5,0
2021-12-27 17:00:00,64820.8,2.2,27,12,17,0,0
2021-03-15 11:00:00,72923.1,4.3,15,3,11,0,0
2021-02-24 01:00:00,50628.5,7.8,24,2,1,2,0
2021-10-09 08:00:00,51008.0,4.6,9,10,8,5,0
2021-04-26 20:00:00,61530.0,9.4,26,4,20,0,0
2021-09-02 03:00:00,43782.1,10.7,2,9,3,3,0
2021-08-10 19:00:00,58827.0,20.6,10,8,19,1,0
2021-01-03 21:00:00,53936.4,0.4,3,1,21,6,0
2021-09-21 20:00:00,63764.0,11.9,21,9,20,1,0
2021-03-27 03:00:00,46717.8,7.2,27,3,3,5,0
2021-04-30 09:00:00,66560.8,6.6,30,4,9,4,0
2021-08-24 13:00:00,65428.2,17.2,24,8,13,1,0
2021-04-08 01:00:00,54488.3,0.9,8,4,1,3,0
2021-03-11 05:00:00,57720.5,4.7,11,3,5,3,0
2021-09-05 11:00:00,49744.7,17.4,5,9,11,6,0
2021-05-03 02:00:00,44421.0,3.2,3,5,2,0,0
2021-03-06 13:00:00,58417.5,4.1,6,3,13,5,0
2021-05-20 15:00:00,64517.8,13.9,20,5,15,3,0
2021-12-16 04:00:00,50964.3,5.4,16,12,4,3,0
2021-02-10 16:00:00,71408.0,-5.3,10,2,16,2,0
2021-11-18 21:00:00,64190.7,6.4,18,11,21,3,0
2021-05-16 21:00:00,48366.6,10.7,16,5,21,6,0
2021-01-04 05:00:00,48523.2,0.1,4,1,5,0,0
2021-09-08 12:00:00,66065.6,21.4,8,9,12,2,0
2021-06-10 07:00:00,58922.3,14.5,10,6,7,3,0
2021-03-07 01:00:00,48282.5,-1.3,7,3,1,6,0
2021-08-26 22:00:00,54404.6,12.6,26,8,22,3,0
2021-06-27 03:00:00,38282.8,14.0,27,6,3,6,0
2021-03-21 04:00:00,45698.3,1.6,21,3,4,6,0
2021-11-07 22:00:00,54797.0,6.5,7,11,22,6,0
2021-04-22 19:00:00,64718.2,10.0,22,4,19,3,0
2021-05-06 04:00:00,51333.2,3.6,6,5,4,3,0
2021-07-26 09:00:00,62578.4,19.6,26,7,9,0,0
2021-11-09 07:00:00,67504.2,3.5,9,11,7,1,0
2021-09-21 13:00:00,67216.3,14.1,21,9,13,1,0
2021-03-23 05:00:00,54217.0,2.8,23,3,5,1,0
2021-08-12 01:00:00,42992.0,14.5,12,8,1,3,0
2021-03-14 01:00:00,49425.6,3.6,14,3,1,6,0
2021-02-15 21:00:00,68608.8,-0.1,15,2,21,0,0
2021-10-03 08:00:00,48320.7,15.0,3,10,8,6,1
2021-03-27 18:00:00,59096.0,5.9,27,3,18,5,0
2021-11-18 20:00:00,68817.1,6.5,18,11,20,3,0
2021-10-09 14:00:00,52094.5,13.7,9,10,14,5,0
2021-03-21 16:00:00,54989.4,5.5,21,3,16,6,0
2021-01-01 17:00:00,52289.5,1.5,1,1,17,4,1
2021-07-16 12:00:00,67016.1,20.6,16,7,12,4,0
2021-04-29 04:00:00,46693.7,9.1,29,4,4,3,0
2021-02-24 15:00:00,65096.6,17.4,24,2,15,2,0
2021-07-19 19:00:00,61465.1,20.5,19,7,19,0,0
2021-03-30 07:00:00,63082.3,4.6,30,3,7,1,0
2021-03-21 13:00:00,57744.6,4.8,21,3,13,6,0
2021-05-19 18:00:00,62341.3,12.8,19,5,18,2,0
2021-12-28 00:00:00,48379.5,2.6,28,12,0,1,0
2021-02-05 07:00:00,66130.4,2.1,5,2,7,4,0
2021-04-26 23:00:00,54422.6,4.8,26,4,23,0,0
2021-10-23 19:00:00,58807.3,6.8,23,10,19,5,0
2021-01-13 13:00:00,77210.3,1.8,13,1,13,2,0
2021-04-16 22:00:00,58623.5,4.5,16,4,22,4,0
2021-04-24 17:00:00,51079.6,13.2,24,4,17,5,0
2021-02-07 15:00:00,59580.2,-1.4,7,2,15,6,0
2021-11-27 21:00:00,57324.7,0.7,27,11,21,5,0
2021-07-27 04:00:00,44956.7,15.6,27,7,4,1,0
2021-09-11 08:00:00,48528.6,16.4,11,9,8,5,0
2021-04-06 21:00:00,64388.1,0.0,6,4,21,1,0
2021-12-15 18:00:00,74243.2,6.2,15,12,18,2,0
2021-03-30 00:00:00,51348.7,8.7,30,3,0,1,0
2021-10-23 13:00:00,57723.4,9.6,23,10,13,5,0
2021-07-24 16:00:00,51892.2,25.0,24,7,16,5,0
2021-10-10 21:00:00,53014.0,5.8,10,10,21,6,0
2021-09-11 03:00:00,41046.6,16.5,11,9,3,5,0
2021-08-29 22:00:00,48600.3,14.1,29,8,22,6,0
2021-01-15 20:00:00,67687.8,-2.3,15,1,20,4,0
2021-04-19 05:00:00,49075.4,4.7,19,4,5,0,0
2021-02-15 00:00:00,56889.9,-6.6,15,2,0,0,0
2021-07-26 04:00:00,41335.8,16.0,26,7,4,0,0
2021-01-10 13:00:00,58321.9,0.1,10,1,13,6,0
2021-02-05 21:00:00,63334.5,3.5,5,2,21,4,0
2021-10-11 21:00:00,63024.6,8.5,11,10,21,0,0
2021-07-24 04:00:00,40332.6,14.3,24,7,4,5,0
2021-07-13 10:00:00,67713.7,20.0,13,7,10,1,0
2021-05-27 00:00:00,51053.3,8.6,27,5,0,3,0
2021-12-29 07:00:00,49340.7,5.4,29,12,7,2,0
2021-06-02 22:00:00,56005.2,17.7,2,6,22,2,0
2021-08-03 10:00:00,63988.9,15.9,3,8,10,1,0
2021-06-30 13:00:00,67349.0,17.5,30,6,13,2,0
2021-10-16 21:00:00,53891.6,6.9,16,10,21,5,0
2021-05-14 09:00:00,56192.2,10.2,14,5,9,4,0
2021-02-26 04:00:00,50279.5,5.1,26,2,4,4,0
2021-01-13 10:00:00,75272.1,0.5,13,1,10,2,0
2021-12-20 10:00:00,69348.4,0.6,20,12,10,0,0
2021-10-02 05:00:00,43662.8,10.3,2,10,5,5,0
2021-04-26 12:00:00,66414.9,9.1,26,4,12,0,0
2021-11-29 16:00:00,73193.7,1.3,29,11,16,0,0
2021-07-05 11:00:00,66372.5,18.1,5,7,11,0,0
2021-04-15 00:00:00,54003.4,0.5,15,4,0,3,0
2021-10-03 11:00:00,55338.9,17.4,3,10,11,6,1
2021-10-17 08:00:00,47095.9,5.0,17,10,8,6,0
2021-05-04 14:00:00,70660.2,12.2,4,5,14,1,0
2021-06-19 04:00:00,45103.8,19.4,19,6,4,5,0
2021-05-01 02:00:00,41863.8,5.8,1,5,2,5,1
2021-07-26 10:00:00,64221.2,21.0,26,7,10,0,0
2021-09-23 10:00:00,67918.5,12.8,23,9,10,3,0
2021-03-22 16:00:00,67820.5,5.9,22,3,16,0,0
2021-07-31 04:00:00,41874.4,16.0,31,7,4,5,0
2021-08-24 12:00:00,65487.6,16.4,24,8,12,1,0
2021-10-22 03:00:00,50997.8,5.8,22,10,3,4,0
2021-05-19 07:00:00,59786.2,7.1,19,5,7,2,0
2021-11-04 22:00:00,63244.2,5.7,4,11,22,3,0
2021-09-09 10:00:00,64913.9,18.8,9,9,10,3,0
2021-11-09 05:00:00,54497.0,4.0,9,11,5,1,0
2021-04-28 08:00:00,63877.2,5.5,28,4,8,2,0
2021-09-14 02:00:00,43847.1,12.3,14,9,2,1,0
2021-06-13 10:00:00,49890.6,15.0,13,6,10,6,0
2021-10-01 10:00:00,67940.0,10.5,1,10,10,4,0
2021-02-10 13:00:00,75642.6,-5.7,10,2,13,2,0
2021-09-15 08:00:00,65100.2,16.2,15,9,8,2,0
2021-01-18 12:00:00,75703.6,1.4,18,1,12,0,0
2021-05-15 23:00:00,45359.9,9.1,15,5,23,5,0
2021-01-18 04:00:00,50265.6,-0.7,18,1,4,0,0
2021-05-25 08:00:00,62455.9,8.7,25,5,8,1,0
2021-06-10 15:00:00,64615.2,23.3,10,6,15,3,0
2021-04-05 04:00:00,42429.5,2.6,5,4,4,0,1
2021-12-24 08:00:00,51727.3,5.6,24,12,8,4,0
2021-07-28 15:00:00,63996.6,20.8,28,7,15,2,0
2021-02-03 00:00:00,54655.2,5.8,3,2,0,2,0
2021-02-24 22:00:00,60548.3,9.2,24,2,22,2,0
2021-04-15 03:00:00,51191.3,-0.7,15,4,3,3,0
2021-08-30 07:00:00,59451.6,13.6,30,8,7,0,0
2021-03-10 16:00:00,67450.7,7.0,10,3,16,2,0
2021-01-28 10:00:00,74422.5,2.0,28,1,10,3,0
2021-01-22 21:00:00,63758.4,2.4,22,1,21,4,0
2021-06-14 14:00:00,63954.9,23.2,14,6,14,0,0
2021-04-02 15:00:00,51360.0,9.1,2,4,15,4,1
2021-11-21 18:00:00,60705.2,4.8,21,11,18,6,0
2021-07-30 01:00:00,45508.8,13.9,30,7,1,4,0
2021-07-06 04:00:00,46318.8,15.1,6,7,4,1,0
2021-08-28 18:00:00,51229.8,15.3,28,8,18,5,0
2021-05-28 05:00:00,48763.3,7.9,28,5,5,4,0
2021-05-01 22:00:00,48447.7,8.3,1,5,22,5,1
2021-08-02 22:00:00,51502.8,14.3,2,8,22,0,0
2021-03-13 00:00:00,54037.3,4.6,13,3,0,5,0
2021-07-11 17:00:00,48054.7,21.0,11,7,17,6,0
2021-07-04 02:00:00,37805.3,15.1,4,7,2,6,0
2021-07-06 21:00:00,59027.0,19.0,6,7,21,1,0
2021-04-01 16:00:00,61799.4,17.5,1,4,16,3,0
2021-04-30 10:00:00,67399.0,7.5,30,4,10,4,0
2021-02-24 16:00:00,63992.6,17.2,24,2,16,2,0
2021-07-30 12:00:00,65615.5,21.9,30,7,12,4,0
2021-01-30 01:00:00,52680.7,3.2,30,1,1,5,0
2021-09-06 07:00:00,56530.0,9.9,6,9,7,0,0
2021-04-21 11:00:00,68182.7,12.1,21,4,11,2,0
2021-07-14 13:00:00,69882.5,18.6,14,7,13,2,0
2021-03-31 12:00:00,66457.0,18.2,31,3,12,2,0
2021-06-20 13:00:00,53089.8,25.4,20,6,13,6,0
2021-06-24 16:00:00,62410.1,18.9,24,6,16,3,0
2021-01-02 17:00:00,56835.8,1.1,2,1,17,5,0
2021-03-18 09:00:00,69189.2,0.7,18,3,9,3,0
2021-07-05 17:00:00,62286.4,20.1,5,7,17,0,0
2021-06-10 01:00:00,46009.3,14.8,10,6,1,3,0
2021-10-17 15:00:00,50474.8,11.4,17,10,15,6,0
2021-05-05 08:00:00,68364.6,6.2,5,5,8,2,0
2021-07-09 16:00:00,62978.0,18.1,9,7,16,4,0
2021-12-13 17:00:00,73191.4,6.3,13,12,17,0,0
2021-07-20 20:00:00,59926.7,19.7,20,7,20,1,0
2021-09-14 05:00:00,46835.1,11.5,14,9,5,1,0
2021-03-31 21:00:00,60078.8,14.1,31,3,21,2,0
2021-06-29 00:00:00,50678.1,19.0,29,6,0,1,0
2021-11-09 09:00:00,70853.5,4.4,9,11,9,1,0
2021-06-12 19:00:00,54238.9,20.0,12,6,19,5,0
2021-10-25 23:00:00,55635.4,7.2,25,10,23,0,0
2021-03-15 18:00:00,69668.2,4.6,15,3,18,0,0
2021-10-24 09:00:00,49658.1,2.1,24,10,9,6,0
2021-12-08 07:00:00,72306.4,0.8,8,12,7,2,0
2021-01-29 10:00:00,73020.4,3.7,29,1,10,4,0
2021-08-05 14:00:00,62459.6,20.0,5,8,14,3,0
2021-07-17 07:00:00,45105.6,16.9,17,7,7,5,0
2021-05-01 07:00:00,41057.2,5.1,1,5,7,5,1
2021-01-30 07:00:00,51194.8,1.4,30,1,7,5,0
2021-03-18 02:00:00,50706.7,-0.7,18,3,2,3,0
2021-04-19 15:00:00,66845.9,10.8,19,4,15,0,0
2021-11-13 19:00:00,59682.2,6.2,13,11,19,5,0
2021-02-28 06:00:00,43393.8,0.3,28,2,6,6,0
2021-11-01 23:00:00,50761.2,7.0,1,11,23,0,0
2021-12-24 17:00:00,59502.6,4.5,24,12,17,4,0
2021-07-17 22:00:00,48248.6,19.5,17,7,22,5,0
2021-10-01 20:00:00,63582.5,12.9,1,10,20,4,0
2021-11-29 20:00:00,70171.9,0.7,29,11,20,0,0
2021-12-22 13:00:00,68159.9,-1.3,22,12,13,2,0
2021-02-16 07:00:00,67156.4,1.5,16,2,7,1,0
2021-09-19 12:00:00,51872.9,14.1,19,9,12,6,0
2021-11-04 08:00:00,68990.1,5.5,4,11,8,3,0
2021-05-11 16:00:00,62754.7,16.7,11,5,16,1,0
2021-11-14 18:00:00,57971.1,7.1,14,11,18,6,0
2021-05-31 02:00:00,39996.2,7.9,31,5,2,0,0
2021-09-25 16:00:00,50259.5,21.3,25,9,16,5,0
2021-10-20 14:00:00,70456.4,17.3,20,10,14,2,0
2021-01-23 02:00:00,50483.3,1.3,23,1,2,5,0
2021-04-03 03:00:00,41007.3,3.4,3,4,3,5,0
2021-05-04 02:00:00,49294.5,5.9,4,5,2,1,0
2021-06-23 00:00:00,49328.3,14.7,23,6,0,2,0
2021-04-23 11:00:00,67538.9,8.1,23,4,11,4,0
2021-08-17 14:00:00,65185.9,16.2,17,8,14,1,0
2021-06-20 04:00:00,40336.9,20.0,20,6,4,6,0
2021-07-07 23:00:00,52311.6,16.6,7,7,23,2,0
2021-05-17 20:00:00,59665.8,11.5,17,5,20,0,0
2021-02-09 02:00:00,56615.9,-7.3,9,2,2,1,0
2021-08-09 02:00:00,39062.1,12.4,9,8,2,0,0
2021-10-04 05:00:00,45481.2,11.9,4,10,5,0,0
2021-02-01 11:00:00,73279.1,0.0,1,2,11,0,0
2021-11-07 03:00:00,46120.0,5.2,7,11,3,6,0
2021-12-26 01:00:00,44631.9,-4.1,26,12,1,6,1
2021-07-01 09:00:00,67174.5,13.9,1,7,9,3,0
2021-01-30 16:00:00,58036.1,0.7,30,1,16,5,0
2021-10-29 22:00:00,57858.6,7.9,29,10,22,4,0
2021-11-27 12:00:00,63190.4,2.8,27,11,12,5,0
2021-11-10 06:00:00,61931.3,1.2,10,11,6,2,0
2021-11-08 03:00:00,46609.1,5.7,8,11,3,0,0
2021-03-23 02:00:00,50629.4,3.1,23,3,2,1,0
2021-01-24 13:00:00,57488.1,0.8,24,1,13,6,0
2021-01-15 05:00:00,56757.9,-2.4,15,1,5,4,0
2021-12-29 01:00:00,44229.4,5.2,29,12,1,2,0
2021-02-01 03:00:00,49470.4,-2.6,1,2,3,0,0
2021-07-18 01:00:00,41081.9,17.3,18,7,1,6,0
2021-06-17 22:00:00,59257.5,23.7,17,6,22,3,0
2021-09-22 02:00:00,45397.8,9.1,22,9,2,2,0
2021-12-24 02:00:00,45056.1,4.5,24,12,2,4,0
2021-10-12 19:00:00,69577.9,8.0,12,10,19,1,0
2021-10-02 11:00:00,56080.7,14.3,2,10,11,5,0
2021-04-13 03:00:00,51907.3,-0.3,13,4,3,1,0
2021-02-17 10:00:00,72964.9,5.6,17,2,10,2,0
2021-07-23 07:00:00,57167.3,13.6,23,7,7,4,0
2021-01-18 18:00:00,75938.4,1.8,18,1,18,0,0
2021-09-11 00:00:00,44561.0,17.1,11,9,0,5,0
2021-07-16 20:00:00,58393.1,21.0,16,7,20,4,0
2021-03-23 04:00:00,51941.9,2.9,23,3,4,1,0
2021-12-27 05:00:00,46715.2,-0.5,27,12,5,0,0
2021-02-26 05:00:00,52700.6,4.8,26,2,5,4,0
2021-09-14 00:00:00,46791.6,13.1,14,9,0,1,0
2021-10-14 16:00:00,67891.1,11.8,14,10,16,3,0
2021-01-26 01:00:00,56293.2,-1.1,26,1,1,1,0
2021-03-16 23:00:00,57161.1,1.8,16,3,23,1,0
2021-11-04 19:00:00,73990.2,6.1,4,11,19,3,0
2021-11-21 15:00:00,54643.5,6.2,21,11,15,6,0
2021-10-13 23:00:00,55299.0,6.6,13,10,23,2,0
2021-12-09 22:00:00,63140.2,1.0,9,12,22,3,0
2021-04-15 23:00:00,57895.7,2.2,15,4,23,3,0
2021-02-13 07:00:00,56005.0,-12.3,13,2,7,5,0
2021-07-23 09:00:00,63060.9,17.6,23,7,9,4,0
2021-02-22 21:00:00,63169.7,6.7,22,2,21,0,0
2021-06-27 18:00:00,49125.1,24.5,27,6,18,6,0
2021-11-11 17:00:00,69539.7,5.9,11,11,17,3,0
2021-06-03 15:00:00,54484.2,23.9,3,6,15,3,0
2021-09-14 15:00:00,63805.7,23.1,14,9,15,1,0
2021-06-25 19:00:00,59002.7,19.5,25,6,19,4,0
2021-02-02 11:00:00,73712.8,3.4,2,2,11,1,0
2021-07-31 18:00:00,53640.7,20.5,31,7,18,5,0
2021-07-08 23:00:00,50904.4,16.1,8,7,23,3,0
2021-09-23 12:00:00,69370.9,16.4,23,9,12,3,0
2021-07-21 19:00:00,60578.6,21.6,21,7,19,2,0
2021-10-24 23:00:00,52475.5,4.4,24,10,23,6,0
2021-02-08 20:00:00,70430.4,-5.8,8,2,20,0,0
2021-03-15 13:00:00,73093.4,5.1,15,3,13,0,0
2021-11-02 02:00:00,44832.6,6.5,2,11,2,1,0
2021-09-26 05:00:00,38456.5,13.6,26,9,5,6,0
2021-10-29 21:00:00,61400.4,8.3,29,10,21,4,0
2021-08-08 13:00:00,51181.8,18.7,8,8,13,6,0
2021-01-11 15:00:00,75005.5,-0.6,11,1,15,0,0
2021-08-19 03:00:00,44993.5,15.1,19,8,3,3,0
2021-06-28 02:00:00,41241.6,16.6,28,6,2,0,0
2021-05-28 03:00:00,44905.4,8.3,28,5,3,4,0
2021-11-06 15:00:00,56554.9,8.4,6,11,15,5,0
2021-10-29 04:00:00,51518.7,5.4,29,10,4,4,0
2021-07-12 08:00:00,62195.3,16.3,12,7,8,0,0
2021-06-19 00:00:00,51377.9,21.8,19,6,0,5,0
2021-01-04 11:00:00,69371.4,0.3,4,1,11,0,0
2021-12-12 18:00:00,62989.4,3.8,12,12,18,6,0
2021-12-20 03:00:00,47727.8,1.5,20,12,3,0,0
2021-06-13 23:00:00,46549.8,13.5,13,6,23,6,0
2021-02-03 14:00:00,73185.1,7.5,3,2,14,2,0
2021-09-27 09:00:00,65396.6,15.1,27,9,9,0,0
2021-09-07 00:00:00,46184.8,14.1,7,9,0,1,0
2021-01-06 22:00:00,59864.7,0.0,6,1,22,2,0
2021-12-13 01:00:00,48280.1,4.5,13,12,1,0,0
2021-11-07 14:00:00,56271.9,8.0,7,11,14,6,0
2021-04-05 00:00:00,44583.5,3.1,5,4,0,0,1
2021-08-14 16:00:00,51189.7,26.3,14,8,16,5,0
2021-05-29 00:00:00,47060.1,9.3,29,5,0,5,0
2021-08-03 20:00:00,56718.2,16.6,3,8,20,1,0
2021-11-26 14:00:00,71652.8,2.7,26,11,14,4,0
2021-06-25 21:00:00,53852.1,17.7,25,6,21,4,0
2021-03-01 02:00:00,45882.9,1.0,1,3,2,0,0
2021-01-22 12:00:00,72865.8,6.1,22,1,12,4,0
2021-04-28 19:00:00,62609.0,16.0,28,4,19,2,0
2021-05-16 06:00:00,38648.2,7.9,16,5,6,6,0
2021-08-09 17:00:00,58128.8,21.0,9,8,17,0,0
2021-04-01 11:00:00,66659.5,14.5,1,4,11,3,0
2021-10-26 21:00:00,64465.5,9.1,26,10,21,1,0
2021-05-07 00:00:00,50281.6,5.7,7,5,0,4,0
2021-01-25 02:00:00,49206.7,-1.6,25,1,2,0,0
2021-10-08 23:00:00,50711.7,8.5,8,10,23,4,0
2021-06-01 08:00:00,62032.8,12.6,1,6,8,1,0
2021-07-25 16:00:00,48247.1,24.2,25,7,16,6,0
2021-12-10 15:00:00,70809.6,1.4,10,12,15,4,0
2021-03-14 12:00:00,61018.5,4.7,14,3,12,6,0
2021-05-18 12:00:00,68528.9,11.5,18,5,12,1,0
2021-11-21 08:00:00,49860.2,4.7,21,11,8,6,0
2021-12-12 14:00:00,58927.9,3.5,12,12,14,6,0
2021-05-15 03:00:00,40326.2,7.6,15,5,3,5,0
2021-01-10 17:00:00,61122.8,-1.1,10,1,17,6,0
2021-02-10 09:00:00,74597.8,-8.8,10,2,9,2,0
2021-11-21 14:00:00,55187.4,6.4,21,11,14,6,0
2021-05-06 22:00:00,58474.7,6.3,6,5,22,3,0
2021-02-26 12:00:00,71134.6,8.8,26,2,12,4,0
2021-03-02 23:00:00,55995.3,2.5,2,3,23,1,0
2021-03-17 19:00:00,70892.4,2.0,17,3,19,2,0
2021-08-19 02:00:00,45124.8,15.2,19,8,2,3,0
2021-11-24 20:00:00,68511.9,2.6,24,11,20,2,0
2021-05-21 13:00:00,67871.1,14.6,21,5,13,4,0
2021-02-04 05:00:00,55302.1,4.5,4,2,5,3,0
2021-02-06 23:00:00,55062.3,0.2,6,2,23,5,0
2021-07-07 03:00:00,46435.3,15.4,7,7,3,2,0
